男	On ダン, ナン; Kun おとこ, お — male
甸	On デン, テン; Kun かり — region around the imperial capital; outskirts
町	On チョウ; Kun まち — town; village; block; street
画	On ガ, カク, エ, カイ; Kun えが.く, かく.する, かぎ.る, はかりごと, はか.る — brush-stroke; picture
甼	On チョウ; Kun まち — town; block
甽	On ケン, ケイ, キョウ; Kun みぞ — drain between fields; irrigation
甾	On シ; Kun かめ — ground that has been under cultivation for one year; evil; calamity
甿	On モウ, ミョウ, ボウ; Kun — — farming population
畀	On ヒ; Kun あた.える, たま.う — to give
畄	On リュウ, ル; Kun と.める, と.まる, とど.める, とど.まる, るうぶる — fasten; halt; stop
畆	On ボウ, ホ, モ, ム; Kun せ, うね — Chinese land measure; fields
畇	On イン, シュン, キン; Kun たがや.す — land
畉	On フ; Kun たがや.す — till; cultivate
畊	On キョウ, コウ; Kun たが.やす — plow; cultivate
畋	On デン, テン; Kun かり — till; cultivate; hunting
界	On カイ; Kun — — world; boundary
畍	On カイ; Kun さかい — circle; world
畎	On ケン, テイ, キョウ; Kun みぞ — drain between fields; irrigation
畏	On イ; Kun おそ.れる, かしこま.る, かしこ, かしこ.し — fear; majestic; graciously; be apprehensive
畐	On フク, ヒョク, ヒキ; Kun — — to fill; roll of cloth
畑	On —; Kun はた, はたけ, -ばたけ — farm; field; garden; one's specialty; (kokuji)
畒	On ボウ, ホ, モ, ム; Kun せ, うね — Chinese land measure; fields
畔	On ハン; Kun あぜ, くろ, ほとり — paddy ridge; levee
留	On リュウ, ル; Kun と.める, と.まる, とど.める, とど.まる, るうぶる — detain; fasten; halt; stop
畚	On ホン; Kun もっこ, ふご — basket; hamper
畛	On シン; Kun あぜ — boundary between paddies
畜	On チク; Kun — — livestock; domestic fowl and animals
畝	On ボウ, ホ, モ, ム; Kun せ, うね — furrow; thirty tsubo; ridge; rib
畟	On ショク, シキ, ソク; Kun — — plough
畠	On —; Kun はたけ, はた — field; farm; garden; (kokuji)
畢	On ヒツ; Kun おわ.る, あみ, おわ.り, ことごとく — the end; finish
畤	On ジ, シ; Kun — — festival grounds
略	On リャク; Kun ほぼ, はぶ.く, おか.す, おさ.める, はかりごと, はか.る — abbreviation; omission; outline; shorten; capture; plunder
畦	On ケイ; Kun あぜ, うね — rice paddy ridge; furrow; rib
畧	On リャク; Kun ほぼ, おか.す, おさ.める, はかりごと, はか.る, はぶ.く — abbreviation; omission; outline; shorten; capture; plunder
畩	On —; Kun けさ — surplice; (kokuji)
番	On バン; Kun つが.い — turn; number in a series
畫	On ガ, カク, エ, カイ; Kun えが.く, かく.する, かぎ.る, はかりごと, はか.る — picture; sketch; drawing; stroke; mark; divide
畬	On ヨ; Kun あらた — reclaimed field
畭	On ヨ, シャ; Kun — — new field
畯	On シュン; Kun — — rustic; crude
異	On イ; Kun こと, こと.なる, け — uncommon; different; queerness; strangeness; wonderful; curious; unusual
畱	On リュウ, ル; Kun と.める, と.まる, とど.める, とど.まる, るうぶる — to detain; to entertain; to keep; to put by
畲	On ヨ, シャ; Kun あらた, やきた — to cultivate land by first setting fire to it
畳	On ジョウ, チョウ; Kun たた.む, たたみ, かさ.なる — tatami mat; counter for tatami mats; fold; shut up; do away with
畴	On チュウ; Kun うね, たぐい, ひと.しい — farmland; arable land; category
當	On トウ; Kun あ.たる, あ.てる, まさ.に — bear; accept; undertake; just
畷	On テツ, テイ, セイ; Kun なわて — rice field ridge path
畸	On キ; Kun — — difference; strange; cripple
畺	On キョウ, コウ; Kun さかい — boundary; border
畽	On トン, タン, トウ, ツ; Kun そろわない — ground
畾	On ルイ, ライ, スイ; Kun とりで — fields divided by dikes
畿	On キ; Kun みやこ — capital; suburbs of capital
疂	On ジョウ, チョウ; Kun たた.む, たたみ, かさ.なる, かさ.ねる — counter for tatami mats; fold
疆	On キョウ; Kun さかい — boundary
疇	On チュウ; Kun うね, たぐい, ひと.しい — before; companion; same kind
疉	On ジョウ, チョウ; Kun たた.む, たたみ, かさ.なる — repeat; duplicate; repetitious
疊	On ジョウ, チョウ; Kun たた.む, たたみ, かさ.なる, かさ.ねる — tatami; counter for tatami mats; fold; shut up; do away with
疋	On ヒキ, ショ, ソ, ヒツ; Kun あし — head; counter for animals
疎	On ソ, ショ; Kun うと.い, うと.む, まば.ら — alienate; rough; neglect; shun; sparse; penetrate
疏	On ソ, ショ; Kun あら.い, うと.い, うと.む, とお.る, とお.す, まばら — pass through; note; commentary; estrangement; sparseness; neglect; penetrate
疐	On チ, シ, テイ, タイ; Kun つまず.く — fall; stumble; falter; hindered
疑	On ギ; Kun うたが.う — doubt; distrust; be suspicious; question
疒	On ダク, ニャク, ソウ, ジョウ, シツ; Kun や.む — trailing sickness; sick radical (no. 104)
疔	On テイ, チョウ; Kun — — carbuncle
疕	On ヒ; Kun できもの — head sores
疙	On ギツ, ゴチ, キ, ケ; Kun おろ.か — pimple; sore; boil; wart; pustule
疚	On キュウ; Kun やま.しい, や.む — ashamed; painful; guilty conscience
疝	On セン, サン; Kun — — colic; stomach ache
疢	On チン; Kun — — aching of limbs; muscular pains
疣	On ユ, ユウ; Kun いぼ — wart
疤	On ハ, ヘ; Kun やまい — scar; cicatrix; birth-mark
疥	On カイ; Kun はたけ — scabby eruption
疫	On エキ, ヤク; Kun — — epidemic
疱	On ホウ; Kun もがさ — smallpox; blister
疲	On ヒ; Kun つか.れる, -づか.れ, つか.らす — exhausted; tire; weary
疳	On カン; Kun — — children's diseases
疴	On ア; Kun やまい — illness; sickness; disease; pain
疵	On シ; Kun きず — crack; flaw; scratch; speck
疸	On タン; Kun — — jaundice
疹	On シン, チン; Kun はしか — measles; sickness
疼	On トウ; Kun うず.く, いた.む — ache; pain; tingle; fester
疽	On ソ, ショ; Kun かさ — carbuncle
疾	On シツ; Kun はや.い — rapidly
疿	On ヒ; Kun あせも — prickly heat; rash
痀	On ク, ウ; Kun せむし — crouch; hunchback
痁	On セン, テン; Kun おこり — chronic malaria
痂	On カ, ケ; Kun かさ, かさ.ぶた — scab; dry up; slough
痃	On ゲン, ケン; Kun — — cramps
痄	On サ, ジャ; Kun — — scrofulous swellings and sores
病	On ビョウ, ヘイ; Kun や.む, -や.み, やまい — ill; sick
症	On ショウ; Kun — — symptoms; illness
痊	On セン; Kun — — heal
痌	On トウ, ズ; Kun いた.む — ache; be in pain; painful
痍	On イ; Kun きず — injury
痏	On イ, ユウ, ウ; Kun うちきず — bruise; contusion
痒	On ヨウ; Kun かゆ.がる, かさ, かゆ.い — itchy
痔	On ヂ, ジ; Kun しもがさ — piles; hemorrhoids
痕	On コン; Kun あと — mark; foot print
痗	On バイ, マイ, カイ; Kun や.む — ill
痘	On トウ; Kun — — pox; smallpox
痙	On ケイ; Kun つ.る, ひきつ.る — have a cramp
痛	On ツウ; Kun いた.い, いた.む, いた.ましい, いた.める — pain; hurt; damage; bruise
痜	On トク; Kun かさ — scabby bald head
痞	On ヒ; Kun つかえ — constipation; costiveness in chest or intestines
痠	On サン; Kun いた.む — aching of limbs; muscular pains
痡	On ホ, フ; Kun や.む — disease; ailment
痢	On リ; Kun — — diarrhea
痣	On シ; Kun あざ, ほくろ — birthmark; mole
痤	On サ; Kun はれもの, えのご — swelling of the lymph glands
痧	On サ; Kun これら — cholera; colic
痩	On ソウ, チュウ, シュウ, シュ; Kun や.せる — get thin
痮	On チョウ; Kun は.れる, ふく.らむ, ふく.れる — swelled belly; dropsical; to swell; inflated
痯	On カン; Kun や.む — sick
痰	On タン; Kun — — sputum; phlegm
痱	On ヒ, ハイ; Kun — — heat rash; prickly heat; ulcers
痲	On マ, バ; Kun しび.れる — measles; paralysis
痳	On リン; Kun — — gonorrhea
痴	On チ; Kun し.れる, おろか — stupid; foolish
痹	On ヒ; Kun しび.れる — paralysis; numbness
痺	On ヒ; Kun しび.れる — palsy; become numb; paralysed
痼	On コ; Kun — — chronic illness
痾	On ア; Kun やまい — chronic illness
痿	On イ; Kun な.える — atrophy; go numb; be paralysed
瘀	On ヨ, オ; Kun やまい — hematoma; contusion; extravasated
瘁	On スイ; Kun つか.れる — take sick; fatigue
瘂	On ア; Kun おし — dumb
瘃	On ショク, ソク, チョク, トク; Kun しもや.け — sores from cold
瘈	On ケイ, セイ; Kun くる.う — prolonged fever; chronic malaria
瘉	On ユ; Kun い.える, いや.す — get well; recover
瘊	On コウ, グ; Kun いぼ — warts; pimples
瘋	On フウ; Kun — — insanity; headache
瘌	On ラツ, ラチ, ライ; Kun きず — severe; poisonous; dangerous; itch and other skin diseases
瘍	On ヨウ; Kun かさ — swelling; boil; tumor
瘏	On ト, ズ; Kun や.む — ill
瘓	On タン; Kun や.む — paralysis; numbness of limbs
瘕	On カ, ケ; Kun やまい — asthma; disease of the bowels
瘖	On イン, オン; Kun おし — dumb; mute; unable speak
瘘	fistula; sore; ulcer; goiter
瘙	On ソウ; Kun かさ — itch
瘜	On ショク, ソク; Kun — — polypus
瘝	On カン, ケン; Kun や.む — illness; pain; neglect; useless
瘞	On エイ; Kun うず.める — bury; inter
瘟	On オン; Kun えやみ — contagious disease
瘠	On セキ, ジャク; Kun やせ.る — get thin; lose weight; become sterile
瘡	On ソウ, ショウ; Kun かさ — wound; boil; syphilis
瘢	On ハン; Kun きず — scar
瘤	On リュウ, ル; Kun こぶ — lump; swelling
瘥	On サ, シャ, サイ; Kun い.える — to recover from any disease; an epidemic
瘦	On ソウ, チュウ, シュウ, チュ; Kun やせ.る — thin; emaciated; lean; meager
瘧	On ギャク, ガク; Kun おこり — ague; intermittent fever
瘨	mad; ill
瘩	On トウ; Kun はれもの — pimples
瘭	On ヒョウ; Kun はれもの — whitlow
瘰	On ルイ, ラ, ライ; Kun — — swollen neck glands
瘲	On ショウ, シュ; Kun ひきつ.け — spasms or convulsions in young children; caused by indigestion
瘳	On チュウ, チュ, リョウ; Kun い.える — to be healed; to reform
瘴	On ショウ; Kun — — miasma
瘵	On サイ, セイ; Kun や.む — wasting disease
瘸	On カ, クウ; Kun — — lameness; paralysis of hands; leg
瘺	On ル, ロウ; Kun せむし, かさ, できもの — anal fistula; tumor; sore
瘻	On ル, ロウ; Kun せむし, かさ, できもの — fistula
瘼	On バク, マク; Kun や.む — sickness; distress
癀	On コウ, オウ; Kun — — jaundice
療	On リョウ; Kun — — heal; cure
癃	On リュウ, リュ; Kun つか.れる — weakness; infirmity; retention of urine
癆	On ロウ; Kun — — rash; pain; debilitation
癇	On カン; Kun ひきつけ — bitter; hot temper; irritable; nervous
癈	On ハイ; Kun — — chronic illness; getting crippled
癉	On タン, タ; Kun やす.む — to hate bitterly; drought; dry
癊	On イン, オン; Kun — — disease of the heart
癌	On ガン; Kun — — cancer; cancerous evil
癒	On ユ; Kun い.える, いや.す, い.やす — healing; cure; quench (thirst); wreak
癕	On ヨウ; Kun はれもの — loss of the sense of smell
癖	On ヘキ; Kun くせ, くせ.に — mannerism; habit; vice; trait; fault; kink
癘	On レイ, ライ; Kun えやみ — contagious disease; leprosy
癙	On ショ; Kun — — ill
癜	On デン, テン; Kun なまず — leucoderma; piebald skin
癟	On ハツ, ヘツ, ベチ; Kun とべない — shrivelled up; dried up; vexed
癡	On チ; Kun し.れる, おろか — foolish
癢	On ヨウ; Kun かゆ.い — itchy
癤	On セツ, セチ; Kun かさ — pimple; sore; boil
癥	On チョウ; Kun しこり — obstruction of bowels
癧	On レキ; Kun — — swollen neck glands
癨	On カク; Kun — — heatstroke; sunstroke
癩	On ライ; Kun — — leprosy
癪	On —; Kun しゃく — spasms; (kokuji)
癬	On セン; Kun たむし — ringworm
癭	On エイ, ヨウ; Kun こぶ — swelling; goitre
癮	On イン, オン; Kun はれもの — rash; addiction; craving; habit
癯	On ク; Kun やせ.る — thin; emaciated; worn; tired
癰	On ヨウ; Kun はれもの — boil; carbuncle
癱	On タン; Kun しび.れる — paralysis; palsy; numbness
癲	On テン; Kun — — insanity
癶	On ハツ; Kun — — dotted tent radical (no. 105)
癸	On キ; Kun みずのと — 10th calendar sign
発	On ハツ, ホツ; Kun た.つ, あば.く, おこ.る, つか.わす, はな.つ — departure; discharge; publish; emit; start from; disclose; counter for gunshots
登	On トウ, ト, ドウ, ショウ, チョウ; Kun のぼ.る, あ.がる — ascend; climb up
發	On ハツ, ホツ; Kun た.つ, あば.く, おこ.る, つか.わす, はな.つ — departure; publish; emit; start from; disclose
白	On ハク, ビャク; Kun しろ, しら-, しろ.い — white
百	On ヒャク, ビャク; Kun もも — hundred
皀	On キュウ, ヒョク, キョウ, コウ; Kun — — fragrant; grain
皁	On ソウ; Kun しもべ — black; police runners (from the black clothes formerly worn by them)
皃	On ボウ, バク; Kun かたち, かたどる — countenance; appearance
的	On テキ; Kun まと — bull's eye; mark; target; object; adjective ending
皆	On カイ; Kun みな, みんな — all; everything
皇	On コウ, オウ; Kun — — emperor
皈	On キ; Kun かえ.る, かえ.す, おく.る, とつ.ぐ — homecoming; arrive at; lead to; result in
皋	On コウ; Kun さつき — the high land along a river
皎	On キョウ, コウ; Kun きよ.い, しろ.い — white; shining
皐	On コウ; Kun さつき — swamp; shore; fifth month
皓	On コウ; Kun しろ.い, ひか.る — white; clear
皖	On カン; Kun — — Venus; morning star; place name
皙	On シャク, セキ; Kun しろ.い — clear
皚	On ガイ, ギ, ゲ, カイ; Kun しろ.い, さむ.い — white
皜	On コウ; Kun — — white; bright; clear; pure
皝	On コウ, オウ; Kun — — luminous; bright hoary; white
皞	bright; brilliant
皡	bright; brilliant
皤	On ハ, ハン; Kun — — white; grey; corpulent
皥	On コウ; Kun あき.らか — bright; brilliant
皦	On キョウ; Kun しろ.い — bright white; bright; clear
皭	On シャク, ザク, ショウ; Kun しろ.い — white; bright; clear; clean
皮	On ヒ; Kun かわ — pelt; skin; hide; leather; skin radical (no. 107)
皰	On ホウ, ビョウ; Kun にきび — pimple
皴	On シュン; Kun ひび, しわ — wrinkles; cracking; creases
皶	On サ; Kun — — rough skin; rough
皷	On コ; Kun つづみ — drum; beat; rouse
皸	On クン, キン; Kun ひび, あかぎれ — skin cracks or roughness
皹	On クン, キン; Kun ひび, あかぎれ — skin cracks or roughness
皺	On シュウ, スウ; Kun しわ, しぼ — wrinkles; creases; folds
皽	On テン, セン, シュウ, タン; Kun かわ — scurf
皿	On ベイ; Kun さら — dish; a helping; plate
盂	On ウ; Kun はち — bowl
盃	On ハイ; Kun さかずき — glass; cup
盅	On チュウ, ジュ; Kun むな.しい — small cup; small bowl
盆	On ボン; Kun — — basin; lantern festival; tray
盈	On エイ; Kun み.たす, み.ちる — fullness; enough; pride; satisfy
益	On エキ, ヤク; Kun ま.す — benefit; gain; profit; advantage
盌	On ワン; Kun — — bowl; basin; cup
盍	On コウ; Kun おお.う, なんぞ — come together; congregate; meet; cover
盎	On オウ; Kun はち — cup; pot; bowl; abundant
盒	On コウ; Kun さら, ふたもの — covered utensil
盔	On カイ; Kun はち — helmet; bowl; basin
盖	On ガイ, カイ, コウ; Kun ふた, けだ.し, おお.う, かさ, かこう — cover; lid; flap
盗	On トウ; Kun ぬす.む, ぬす.み — steal; rob; pilfer
盙	On フ; Kun — — basket; square outside and round inside; used to hold boiled grain in State worship
盛	On セイ, ジョウ; Kun も.る, さか.る, さか.ん — boom; prosper; copulate
盜	On トウ; Kun ぬす.む — thief; to steal
盞	On サン, セン; Kun さかずき — sake cup
盟	On メイ; Kun — — alliance; oath
盡	On ジン, サン; Kun つ.くす, つ.きる, つ.かす, さかづき, ことごと.く — exhaust; use up; run out of; deplete; befriend; serve
監	On カン; Kun — — oversee; official; govt office; rule; administer
盤	On バン; Kun — — tray; shallow bowl; platter; tub; board; phonograph record
盥	On カン; Kun たらい, そそ.ぐ — tub; washbasin
盦	On オウ, アン, オン; Kun ふた — lid of a cauldron; Buddhist cloister
盧	On ロ; Kun — — hut
盪	On トウ; Kun とろ.かす, あら.う, うご.く — melt; be charmed; captivated
盬	On コ, ク; Kun あらしお — salt pit; leisure; pot; drink
目	On モク, ボク; Kun め, -め, ま- — eye; class; look; insight; experience; care; favor
盱	On ク, ウ, コ; Kun — — wide open eyes; to gaze in astonishment
盲	On モウ; Kun めくら — blind; blind man; ignoramus
直	On チョク, ジキ, ジカ; Kun ただ.ちに, なお.す, -なお.す, なお.る, なお.き, す.ぐ — straightaway; honesty; frankness; fix; repair
相	On ソウ, ショウ; Kun あい- — inter-; mutual; together; each other; minister of state; councillor; aspect; phase; physiognomy
盹	On シュン; Kun — — to doze; to nap; to nod
盻	On ケイ; Kun にら.む — glare at; toil
盼	On ハン, ヘン, フン; Kun — — look; gaze; expect; hope for
盾	On ジュン; Kun たて — shield; escutcheon; pretext
省	On セイ, ショウ; Kun かえり.みる, はぶ.く — government ministry; conserve; omit
眄	On ベン, メン; Kun かえり.みる — looking askance
眆	On ホウ; Kun ほの.か, なら.う — indistinct
眇	On ビョウ, ミョウ; Kun びょう.たる, すがめ — minuteness; squint
眈	On タン; Kun にら.む — watch intently
眉	On ビ, ミ; Kun まゆ — eyebrow
眊	On ボウ, モウ, バク, マク; Kun くら.い — dim-sighted; eyes not seeing clearly
看	On カン; Kun み.る — watch over; see
県	On ケン; Kun か.ける — prefecture
眎	On シ; Kun み.る — look at; inspect; observe; see
眕	On シン, チン; Kun — — restraint
眙	On チ, チョウ, イ; Kun み.つめる — to gaze at
眚	On セイ, ショウ; Kun — — disease of the eyes; crime; fault
眛	On マイ, バイ; Kun くら.い — dark
眞	On シン; Kun ま, まこと — truth; reality; Buddhist sect
真	On シン; Kun ま, ま-, まこと — true; reality; Buddhist sect
眠	On ミン; Kun ねむ.る, ねむ.い — sleep; die; sleepy
眢	On ワン, エン, オン; Kun — — eyes without brightness
眤	On ケイ, ダイ; Kun てい, い — glance at; gaze at
眥	On セ, イシ, サイ, シ, セイ; Kun まなじり, めじり — outside the corner of the eye
眦	On セ, イシ, サイ, シ, セイ; Kun まなじり, めじり — corner of the eyes; eyesockets
眨	On ソウ, ショウ; Kun またた.く — wink
眩	On ゲン, カン; Kun げん.す, くるめ.く, まぶ.しい, くら.む, まど.う, めま.い, まばゆ.い, くれ.る, ま.う — faint; dizzy
眯	On ベイ, マイ, ビ, ミ; Kun くる.む — be blinded
眴	On ケン, シュン; Kun またた.く, めくわ.す, めくわ.せる — dazzled; signal with eyes
眵	On シ; Kun — — eyes diseased and dim
眶	On キョウ, コウ; Kun まぶた — eye socket; rim of eye; eyelid
眷	On ケン; Kun かえり.みる — look around; regard affectionately
眸	On ボウ, ム; Kun ひとみ — pupil of the eye
眹	On チン, ジン, ショウ; Kun ひとみ — pupil
眺	On チョウ; Kun なが.める — stare; watch; look at; see; scrutinize
眼	On ガン, ゲン; Kun まなこ, め — eyeball
眽	On バク, ミャク, ベキ; Kun — — to gaze; to ogle; to look at
眾	On シュウ, シュ; Kun おお.い — masses; people; multitude; crowd
着	On チャク, ジャク; Kun き.る, き.せる, つ.く, つ.ける — don; arrive; wear; counter for suits of clothing
睅	On カン, ゲン; Kun — — big-eyed
睆	On カン, ゲン, ワン; Kun — — bright
睇	On テイ, ダイ; Kun — — looking askance at
睊	On エン, ダン; Kun ぬすみ.みる — see; look; gaze at; askance
睍	On ケン; Kun — — look at with fear; over-cautious
睎	On キ, ケ; Kun — — to long for; to gaze at
睏	On コン; Kun ねむ.る — be tired; sleepy
睒	On セン, ダン; Kun ぬすみ.みる — to glance at; to peep; glittering; to shine
睖	On チョウ, リョウ; Kun みる — to stare straight ahead
睘	round; stare
睚	On ガイ; Kun まなじり — glare; angry look
睛	On セイ, ショウ; Kun ひとみ — pupil of the eye
睜	On セイ, ジョウ; Kun めっき — open eyes; stare
睞	On ライ; Kun みる — squint at; sidelong glance
睟	On スイ, サイ; Kun あき.らか — clear-eyed
睠	On ケン; Kun かえり.みる — to care for; love
睡	On スイ; Kun ねむ.る, ねむ.い — drowsy; sleep; die
睢	On キ, ケイ, ケ, スイ; Kun みあ.げる — gaze at; stare at; uninhibited; open eyes wide
督	On トク; Kun — — coach; command; urge; lead; supervise
睥	On ヘイ; Kun ながしめ, み.る — glare at
睦	On ボク, モク; Kun むつ.まじい, むつ.む, むつ.ぶ — intimate; friendly; harmonious
睨	On ゲイ; Kun にら.む, にら.み — glaring at; authority; power; scowl at
睪	On エキ, ヤク, ジョウ, ニョウ; Kun うかがい.める — spy on
睫	On ショウ; Kun まつげ — eyelashes
睬	On サイ; Kun — — notice; pay attention to
睹	On ト; Kun み.る — look at; see
睽	On ケイ, ケ, キ; Kun — — staring
睾	On コウ; Kun — — testicles
睿	On エイ; Kun あき.らか — intelligence; imperial
瞀	On ボツ, ボウ, モ, ム, バク, マク; Kun — — to look at closely; nearsighted; dim; indistinct vision
瞄	On ビョウ; Kun み.つめる — take aim at; look at
瞋	On シン; Kun い.かる, いか.らす — be angry
瞌	On コウ; Kun — — doze off; sleepy
瞍	On ソウ, ス, ショウ; Kun めくら — blind; no pupil in the eye
瞎	On カツ; Kun めくら, かため — blind eye; one eye
瞑	On メイ, ベン, ミョウ, ミン, メン; Kun めい.する, つぶ.る, つむ.る, くら.い — sleep; dark; close eyes
瞕	On ショウ; Kun かす.む — cataract in the eye
瞖	On エイ; Kun — — cataract; film over the eye
瞞	On マン, モン, バン, ボン; Kun だま.す — deception
瞟	On ヒョウ; Kun み.る — glare at; look askance at; squint; scrutinizing search
瞠	On ドウ, トウ; Kun みは.る — stare intently
瞢	On ボウ, ム, モウ; Kun くら.い — obscured eyesight; to feel ashamed
瞤	to blink or twitch the eyes
瞥	On ベツ, ヘツ; Kun — — glance at
瞧	On ショウ; Kun ぬすみ.みる — glance at; look at; see
瞩	watch carefully; stare at; focus on
瞪	On トウ; Kun みは.る — stare at
瞬	On シュン; Kun またた.く, まじろ.ぐ — wink; blink; twinkle
瞭	On リョウ; Kun あきらか — clear
瞯	On カン, ケン; Kun うわめづかい, ながしめ — to peep; to spy
瞰	On カン; Kun み.る — look; see
瞳	On ドウ, トウ; Kun ひとみ — pupil (of eye)
瞵	On リン, レン; Kun ひとみ — to stare at
瞶	On キ; Kun — — see everything
瞹	On アイ; Kun — — hidden; unclear
瞻	On セン; Kun み.る — look at
瞼	On ケン; Kun まぶた — eyelids
瞽	On コ; Kun めし.い — blind person
瞿	On ク; Kun おそ.れる, み.る — surname
矇	On モウ, ボウ; Kun くら.い, めし.い — blind
矉	On ヒン; Kun にら.む — an angry glare; to open the eyes with anger
矍	On カク; Kun — — surprise & confusion
矑	On ロ, ル; Kun みる — the pupil of the eye; to see
矕	On バン, マン, ラン; Kun み.る, みそな.わす — see; witness; inspect
矗	On チョク, シュク, チク; Kun なお.い — luxuriance
矙	On カン; Kun み.る — view
矚	On ショク, ソク; Kun み.る — look intently
矛	On ム, ボウ; Kun ほこ — halberd; arms; festival float
矜	On キン, キョウ, ケイ; Kun あわ.れむ, つつし.む, ほこ.る — pride; respect
矞	On イツ, イチ, シュツ, ジュチ; Kun — — bore with awl; bright; charming
矟	On サク; Kun ほこ — 8 ft lance
矢	On シ; Kun や — dart; arrow
矣	On イ; Kun — — sentence particle
知	On チ; Kun し.る, し.らせる — know; wisdom
矧	On シン; Kun は.ぐ, いわ.んや, はぐき, はぎ — feather (arrow)
矩	On ク; Kun かね, かねざし, さしがね — ruler; carpenter's square
矬	On サ; Kun — — dwarf
短	On タン; Kun みじか.い — short; brevity; fault; defect; weak point
矮	On ワイ, アイ; Kun ひく.い — low; short
矯	On キョウ; Kun た.める — rectify; straighten; correct; reform; cure; control; pretend; falsify
矰	On ソウ; Kun — — arrow with attached silk cord
矱	On ワク; Kun ものさし — measure; standard; criterion
石	On セキ, シャク, コク; Kun いし — stone
矴	On テイ; Kun いかり — anchor
矸	On カン; Kun きぬた — rock; cliff
矻	On コツ, クチ, カツ, カチ; Kun いし — toil; slave away; busy
矼	On コウ; Kun — — stepping stone; hard; serious minded
砂	On サ, シャ; Kun すな — sand
砆	On フ; Kun いし — 1/2 pr stone
砌	On サイ, セイ; Kun みぎり — time; occasion
砍	On カン, コン, キン; Kun き.る — hack; chop; cut; fell
砑	On ガ, ゲ; Kun する — to grind; to calender; to polish; to roll with a stone roller
砒	On ヒ, ヘイ; Kun — — arsenic
研	On ケン; Kun と.ぐ — polish; study of; sharpen
砕	On サイ; Kun くだ.く, くだ.ける — smash; break; crush; familiar; popular
砝	On キョウ, コウ, ホウ; Kun かた.い — balance weights
砠	On ソ, ショ; Kun — — stony hill; stony mountain
砢	On ラ, カ; Kun いしづみ — pile of stones
砣	On タ; Kun いし — stone roller; heavy stone; weight; plummet
砥	On シ, テイ, キイ, チ; Kun と, といし, と.ぐ, みが.く — whetstone; grindstone
砦	On サイ; Kun とりで — fort; stronghold; entrenchments
砧	On チン; Kun きぬた — fulling block
砬	big stone
砭	On ヘン; Kun いしばり — stone probe; pierce; counsel
砮	On ド, ヌ; Kun やじり — arrow-tip
砰	On ホウ, ヒョウ; Kun — — sound of crashing stones; bang!
砲	On ホウ; Kun — — cannon; gun
破	On ハ; Kun やぶ.る, やぶ.れる, わ.れる — rend; rip; tear; break; destroy; defeat; frustrate
砵	On オウ, ハツ; Kun — — syllable
砷	On シン; Kun — — arsenic
砺	On レイ; Kun あらと, みが.く — whetstone; polish
砿	On コウ; Kun あらがね — ore
硃	On シュ; Kun — — red mole; cinnabar
硅	On カク, キャク, ケイ; Kun やぶ.る — silicon
硇	On ドウ, ニョウ; Kun — — kind of mineral
硎	On ケイ; Kun といし — whetstone
硏	On ケン; Kun とぐ, みがく — grind
硒	On セイ; Kun — — Selenium (element)
硜	On コウ, キョウ, ケイ; Kun — — sound of stones knocking together
硝	On ショウ; Kun — — nitrate; saltpeter
硤	On コウ, ギョウ; Kun — — (arch.) town in Hebei province
硨	On シャ; Kun — — giant clam; tridacna gigas
硫	On リュウ; Kun — — sulphur
硬	On コウ; Kun かた.い — stiff; hard
确	On カク; Kun — — sure; certain; real; true
硯	On ケン, ゲン; Kun すずり — inkstone
硲	On —; Kun はざま — ravine; gorge; gap; (kokuji)
硴	On —; Kun かき — oyster; (kokuji)
硼	On ホウ; Kun — — sound of stones struck together; boron
硾	On ツイ, ズイ, ダ; Kun つ.く — weight
碁	On ゴ; Kun — — Go
碆	On ハ; Kun — — arrowhead; weight attached to an arrow by a cord
碇	On テイ; Kun いかり — anchor; grapnel
碌	On ロク; Kun ろく.な — satisfactory
碍	On ガイ, ゲ; Kun さまた.げる — obstacle
碎	On サイ; Kun くだ.く, くだ.ける — break; smash; broken; busted
碏	On シャク, サク, セキ; Kun つつし.む — coloured
碑	On ヒ; Kun いしぶみ — tombstone; monument
碓	On カク, タイ; Kun たし.か, かく.たる — pestle
碔	On ブ, ム; Kun — — 1/2 pr stone
碕	On キ; Kun さき, さい, みさき — cape; spit; promontory
碗	On ワン; Kun こばち — porcelain bowl; tea cup
碘	On テン; Kun — — iodine
碚	On ハイ; Kun — — mound; bud
碞	On ガン; Kun いわ, けわ.しい — room made of stone; watch-tower
碟	On カツ, ガチ, セツ, ゼチ; Kun かわぐつ — small dish; plate
碡	On トク, チク, ジク; Kun — — stone roller used to level fields
碣	On ケツ; Kun いしぶみ — round stone; monument
碧	On ヘキ, ヒャク; Kun — — blue; green
碩	On セキ; Kun おお.きい — large; great; eminent
碪	On チン; Kun きぬた — stone slab used for washing clothes; an anvil
碬	On カ, ケ, ゲ; Kun といし — whetstone; tool grinder
碭	On トウ; Kun いし — brilliantly colored veined stone
碯	On ノウ; Kun — — agate
碰	On ホウ; Kun ぶつか.る — collide; bump into
碱	On ケン, カン, セン; Kun あ.く — alkaline; alkali; lye; salt
碳	On タン; Kun — — carbon
碵	cornerstone; large; great; eminent
確	On カク, コウ; Kun たし.か, たし.かめる — assurance; firm; tight; hard; solid; confirm; clear; evident
碻	On カク, コウ; Kun たし.かめる — solid
